SK_ID_CURR,TARGET
100001,0.3779615679679776
100005,0.7065565739651678
100013,0.26245514344151344
100028,0.3622603268143872
100038,0.7163663361066288
100042,0.3024804516934936
100057,0.09125422093362176
100065,0.29001775104476984
100066,0.14603508993568287
100067,0.44262565798884473
100074,0.41298982587927036
100090,0.41840255468603366
100091,0.6507706350006002
100092,0.43666008887032914
100106,0.28131957263869395
100107,0.5917191011533394
100109,0.5176303481485535
100117,0.2653080465876679
100128,0.646305541628421
100141,0.3848517120250972
100150,0.29001568838365277
100168,0.07370701482959247
100169,0.5526246752640895
100170,0.5716624136047656
100171,0.26952767087253054
100172,0.6287979251769403
100184,0.5953145660858885
100187,0.45041708617268333
100212,0.2508391516931132
100222,0.4046472140214375
100223,0.1818794236749533
100232,0.10445037607729304
100241,0.5724459907516625
100245,0.2501799942918713
100253,0.20560506083493968
100256,0.5415710164004465
100271,0.13082885350599616
100278,0.8087244232953694
100280,0.06930485165835826
100306,0.7132190273424321
100311,0.5283294489073553
100312,0.06791723624730431
100330,0.3939338383115579
100331,0.26941247393179024
100352,0.5606472052065767
100358,0.42606760256203274
100367,0.1957283952135221
100382,0.4314813468309609
100384,0.4411135529714638
100385,0.440671047895486
100386,0.35269050032582444
100399,0.4462678939654295
100404,0.22906185274789018
100416,0.18734949685842173
100422,0.5405263005953506
100426,0.2878563779076601
100438,0.298009280901677
100444,0.7386935864916684
100445,0.7524359261410973
100446,0.44046505486635257
100447,0.16076638767140483
100450,0.7116817333105849
100466,0.16852618893827512
100483,0.2328022142683505
100484,0.09855684112714246
100494,0.57442238949254
100510,0.7594607699584172
100512,0.11963180185521977
100517,0.2795414006334834
100548,0.25988211715054316
100551,0.2967561554353792
100552,0.5545744840422249
100553,0.22828966792456462
100561,0.6190364906310933
100568,0.8430571411325601
100569,0.1671916181099129
100591,0.33062976814422534
100592,0.2921323581766177
100602,0.30010215218982295
100607,0.4552796709177857
100613,0.5677762756592233
100617,0.28640259962696485
100618,0.4000762803252623
100622,0.47900206269693685
100625,0.4740880365183668
100677,0.4924814306728631
100699,0.33123217654107107
100702,0.9125334718581424
100711,0.28354717974181975
100729,0.6685519594977747
100740,0.6689359564307066
100744,0.5788002471217599
100745,0.34198580641158094
100747,0.5903069128552565
100751,0.9083573111093071
100752,0.36805635966796635
100753,0.7431357023938743
100754,0.8888834758514839
100760,0.22309733876344282
100762,0.5535226414696793
100763,0.28963078444025386
100765,0.2064448369454842
100770,0.5901184119307854
100772,0.2576485327686613
100777,0.07000540343514947
100791,0.22174543234877334
100792,0.09741798979793967
100797,0.2375664527883389
100823,0.32230057815523866
100826,0.4009450851971417
100830,0.3727965323213189
100836,0.7940450946312357
100872,0.39297504827036467
100910,0.2305899722258352
100913,0.5296302758200819
100918,0.2507256244490995
100931,0.10850161525911459
100952,0.24207638271290166
100953,0.13939960522712613
100965,0.7099989134153512
100970,0.2862573583224379
100982,0.7031816930812398
100983,0.7180246853503093
100984,0.6007357620597301
100987,0.36718413360210433
100997,0.3163525859245177
100998,0.6295529075746434
101002,0.21426256192897428
101005,0.7229494927919237
101008,0.7697721180134194
101020,0.27911747457693087
101021,0.5111304305097691
101024,0.24158769609057476
101025,0.7369384191668076
101026,0.29599144284584317
101031,0.1476815810481719
101041,0.2033315361407262
101051,0.0975558561615904
101055,0.5690915733203942
101056,0.8526449032333984
101057,0.35175111806310444
101064,0.2694829177651256
101079,0.5043939435121152
101087,0.19217199009951696
101090,0.33149730994256116
101092,0.4827909426060339
101097,0.5452155362294632
101099,0.17505435012472195
101107,0.464228504149617
101118,0.29985943745052723
101125,0.6233299573726688
101126,0.0863262604816056
101128,0.15685930140793786
101136,0.5165928525604546
101140,0.5335663324081589
101149,0.5056915546157974
101160,0.6685293925606943
101169,0.7946394258768841
101181,0.4206018464958026
101186,0.0470347856672779
101190,0.435347350016102
101193,0.7034934760815118
101194,0.4816966493864255
101198,0.637540844270332
101200,0.2790385009973668
101204,0.14062300049589818
101211,0.4242581342229809
101213,0.46805483999888947
101223,0.2646057896556329
101225,0.6227177123475955
101237,0.3221597203064563
101243,0.608253044217713
101244,0.5276308498140196
101258,0.23406525749273935
101259,0.5495764562056435
101268,0.5130614306446676
101269,0.2666317619342617
101271,0.30649083376951164
101279,0.21084873504981413
101281,0.8518563316173486
101287,0.20611517985874625
101292,0.3097645159919039
101294,0.3150690423776423
101296,0.5714612569611149
101297,0.1693639624112727
101299,0.1202892131968825
101301,0.29792645838531956
101305,0.4997104690794104
101308,0.5477034615555505
101318,0.16905451634924432
101327,0.7106476345844185
101329,0.16272693378950287
101332,0.40054735828737026
101337,0.4541077538339616
101343,0.20530129788360538
101345,0.24688869486606577
101346,0.10511150179626108
101353,0.09244745347941001
101354,0.6167212335907191
101355,0.8009485307679963
101356,0.26006145720337825
101362,0.6803740474442329
101363,0.834661250315428
101365,0.16162401062728246
101366,0.4636237899323408
101367,0.7496049581155424
101368,0.1448393138362678
101374,0.732672380256743
101380,0.13268984612635587
101383,0.20649126451893032
101398,0.14441753247369177
101399,0.7825724045620835
101401,0.8098945748556557
101412,0.4661444277584787
101426,0.35274904133376833
101427,0.895540402326059
101428,0.5808995086705191
101429,0.7291123004578167
101434,0.23457361037895624
101440,0.6188828648654389
101448,0.4805584551293382
101449,0.2888616865385068
101465,0.3996768662731997
101467,0.23527781810671325
101472,0.4285458619299945
101478,0.8098865847092576
101497,0.4208747032687863
101504,0.38355439039065337
101547,0.26346219648713415
101548,0.49354607666938877
101555,0.43557962797698246
101570,0.23144467767332075
101572,0.25972486885285573
101578,0.2557001871768502
101580,0.6141470683483004
101588,0.5870918042662068
101602,0.28587777034339845
101610,0.5396747479907352
101614,0.3977219236644839
101616,0.2115825335092184
101643,0.6075879819903929
101644,0.2630786995904826
101649,0.3651924779286769
101650,0.3935730023303838
101665,0.10045319175022299
101667,0.5339191740278946
101669,0.29134216789562795
101674,0.5878826799244599
101675,0.15412701420362476
101678,0.6296678531972094
101682,0.30967571197885424
101686,0.22590930556235317
101697,0.9302260109301507
101700,0.8242405262183637
101711,0.3058308723299471
101714,0.2185089792346121
101715,0.8379863812498617
101728,0.2418445950500062
101732,0.39834394701901416
101757,0.5888196969005214
101758,0.43879237011229955
101759,0.4330885691117093
101762,0.14219802258890246
101764,0.5052210496102088
101780,0.8533441862033173
101784,0.18773774459265494
101789,0.12500236967796785
101816,0.48870165125872966
101819,0.34567633400406206
101827,0.07445086873582794
101863,0.5247291503158867
101867,0.18416781255432313
101870,0.17968217566520006
101873,0.7884812212555834
101878,0.49147417014934186
101879,0.37366050187731664
101880,0.24945991748171636
101887,0.368272748371342
101897,0.17215104598244285
101901,0.5759141001992598
101903,0.8233458326271058
101920,0.4537895584788548
101921,0.3609390955398979
101922,0.3639379180587368
101961,0.7214916123594081
101962,0.09736932330088692
101971,0.620390670201381
101976,0.8226560032262071
102002,0.5052144465899364
102005,0.26855166432556143
102007,0.8980143003816966
102017,0.15451476254514077
102019,0.6245613686902666
102029,0.109736371870233
102051,0.8081190544277952
102052,0.08759353996787762
102054,0.22587503459809766
102062,0.46045573323774336
102067,0.662408697952945
102068,0.5564179719494687
102070,0.36804617183990673
102090,0.5306535695013694
102092,0.277184078935494
102099,0.6111278848986732
102100,0.28442374876807724
102112,0.658949642879576
102113,0.3291706999329822
102122,0.6457029235886093
102123,0.2927200420085077
102125,0.25173945655723107
102126,0.7743605140695952
102146,0.15343950397221046
102147,0.4146713462540656
102151,0.31297365912465985
102158,0.5840259972497015
102159,0.2631658641793057
102162,0.34919854636575004
102165,0.38051798279216287
102166,0.2263761479558575
102174,0.2180359224306196
102193,0.7971375349835581
102198,0.23211824900219466
102205,0.739055031267071
102206,0.11814067373623827
102218,0.19216911054786145
102221,0.2891001824133617
102230,0.38278012555858776
102238,0.15999977063356202
102248,0.3455713372626572
102252,0.7169858358546619
102259,0.38890973834259024
102262,0.7089505919380088
102273,0.2605531105937666
102286,0.6561540474218925
102293,0.1185015780942678
102294,0.2724355301149715
102296,0.5787765540066818
102298,0.559004038120247
102303,0.19961212260471475
102309,0.2575079204493463
102315,0.32858600516228437
102340,0.44498927100398483
102342,0.6860841266355822
102344,0.308395112105646
102346,0.46951291166390896
102347,0.18946110056284762
102374,0.3722349801582668
102380,0.257511328485613
102387,0.06188000010809779
102393,0.3241369094947616
102403,0.1511085696997905
102413,0.2878056770859094
102414,0.013881881025619647
102415,0.23050934990716146
102416,0.49325226499553515
102439,0.44902720570460003
102441,0.24437084045125584
102443,0.16004991622729117
102444,0.3158372802643296
102445,0.5173781526763263
102448,0.33152709043623824
102449,0.4937610931630067
102450,0.7193538318094915
102456,0.2559131645427038
102458,0.5896240343782229
102459,0.33671121795601866
102465,0.29513875768475933
102470,0.7827104258834424
102471,0.3956892568588504
102475,0.3075921167721149
102476,0.6601456530422293
102506,0.42409808413229905
102509,0.2700111968693329
102519,0.19971898982117486
102522,0.29217028370884035
102545,0.25764664080232813
102549,0.33975698810678245
102562,0.0851622778297947
102563,0.16134717325686232
102568,0.6025158857183773
102582,0.521852301388561
102592,0.23607689385108158
102597,0.5650741265880646
102605,0.33115962667319326
102614,0.15692145827841644
102617,0.4508670598341023
102634,0.30141057446701924
102652,0.2092587207475742
102655,0.1522901828687887
102671,0.6182806595054672
102694,0.7712876947572924
102701,0.35154435898706404
102703,0.1398273424762289
102704,0.2044990692237648
102713,0.07633309023444881
102720,0.5737852930486004
102731,0.19939904344926285
102733,0.38343778773844517
102749,0.35711124707222613
102755,0.4952669061577622
102763,0.006130469550198954
102770,0.4222302251307497
102772,0.5151084877592494
102799,0.5297025614998768
102838,0.17108839846511184
102854,0.17810848136580867
102862,0.6733572203491053
102863,0.22164621638343432
102867,0.1231823378560749
102868,0.11918076346039602
102878,0.427406515805875
102887,0.3252279473678859
102898,0.8174679195764681
102904,0.5349595279928474
102912,0.34567563540899227
102919,0.27095174247099557
102927,0.40295707764199623
102932,0.23995390897540592
102933,0.5562550338709169
102935,0.32384106181854316
102958,0.4877067203949247
102969,0.7110109829020439
102971,0.15377319066054324
102975,0.26897693801048334
102979,0.3754525144824398
102982,0.10772452343108875
102987,0.8335753987792321
102989,0.5309794425311155
102995,0.39078446742692075
102996,0.2576822506060594
103000,0.24806721645496665
103001,0.38394064614874795
103004,0.26458968876786687
103010,0.09854898856640949
103025,0.8625672483717449
103029,0.2179703596948254
103046,0.45135484231397316
103056,0.20142879443935735
103062,0.5589290903437859
103078,0.2775471411963674
103083,0.18010379861536535
103092,0.6127971894116763
103096,0.40554689913173353
103097,0.47108349714240394
103102,0.7858482322040252
103112,0.4847151607921327
103132,0.28995101526019984
103144,0.4095137461521035
103145,0.5334745016287102
103146,0.10558739753575763
103147,0.35045622107857105
103158,0.15818354970567142
103171,0.36128433781743513
103173,0.27393377039432903
103184,0.11595494583889955
103195,0.5750220496491183
103196,0.5917799470981923
103206,0.07104226018067765
103230,0.719572150996342
103231,0.8432106866572452
103232,0.21777292234070492
103239,0.6473860505058303
103240,0.6361636358482602
103243,0.14921489232326657
103252,0.5121648645526317
103258,0.36419105264164425
103259,0.5245144071501615
103279,0.3188223424155364
103280,0.07172246344555713
103286,0.3242153551855085
103287,0.8898969848295302
103290,0.07779481738733518
103298,0.25407838387271137
103315,0.03600353001792503
103319,0.1971754419049548
103334,0.7044033452450463
103336,0.34025449023286974
103345,0.25791626903146286
103368,0.2701366840870022
103371,0.8080960338248537
103377,0.22911217369507253
103398,0.15696436640401124
103404,0.5109015490557114
103408,0.6921274183958316
103410,0.36464008281445076
103418,0.07213018265077291
103420,0.6837027781301854
103432,0.482832144011199
103433,0.19294314131441928
103436,0.1560847270186511
103440,0.2159366293106451
103453,0.3229248033358853
103459,0.4310810023473687
103460,0.2107668169147195
103461,0.09905235668173444
103462,0.3376945957734014
103473,0.7537143618284625
103474,0.05031636716101676
103475,0.7053455501592377
103478,0.6047852257639071
103480,0.43716219623812275
103484,0.22484404667808244
103494,0.5832617881508496
103513,0.40279090567924386
103515,0.29409270744176874
103516,0.8094565244615549
103525,0.36636840347867944
103541,0.6201324784414142
103544,0.12620924697049812
103562,0.856426810864637
103570,0.8248549590699646
103572,0.63309389947439
103574,0.2596480753813236
103575,0.22246006705068144
103591,0.7202132698070951
103594,0.12471173952370525
103609,0.2668544582959278
103613,0.4471484352171811
103614,0.3033073738992485
103615,0.3543028633718059
103624,0.29431471166035633
103625,0.8141414183787699
103628,0.6287225639295365
103629,0.12819525819708205
103647,0.5073502273733974
103648,0.3996065140676633
103651,0.2123028163850665
103658,0.22558067130044013
103668,0.5001502956674732
103669,0.3276883361885339
103676,0.46299858835643704
103682,0.24237568644259014
103683,0.5713143753178869
103689,0.19247298568351787
103725,0.4423020711142658
103733,0.6723082811601575
103744,0.23487958377130835
103762,0.8345591406980296
103771,0.8223021462145985
103773,0.03749367995745234
103783,0.49147132936789384
103784,0.37855172461522507
103808,0.11771592224232406
103812,0.4576817504699296
103813,0.5698150744958735
103814,0.4872130659734255
103818,0.6285600679126438
103824,0.19292423898223163
103828,0.09520669333789378
103830,0.865942703748327
103840,0.09594794137698537
103842,0.581253965669911
103847,0.6964906442850606
103848,0.6809145361108041
103851,0.2082665136020121
103854,0.7287236497445359
103857,0.8383517768377966
103861,0.18679109521407536
103862,0.23276135584572616
103865,0.3794941283874476
103870,0.14350082909849357
103876,0.16352550108889202
103891,0.865874167801254
103908,0.38210081878258967
103914,0.6350738966131139
103918,0.45441867591718055
103940,0.204700127156997
103963,0.554579740250103
103966,0.4553106220087558
103971,0.668586329206081
103980,0.5735471016189092
103984,0.3674109176487276
103985,0.3089645975022138
103998,0.8757515955105979
104019,0.09221339838422675
104026,0.16420994795672095
104035,0.43431313334750393
104044,0.545805299633831
104045,0.40262116421714395
104047,0.5772809374416087
104051,0.34656081172323017
104058,0.257177361062721
104063,0.14361380810070917
104066,0.6849582048974736
104087,0.11835786127408333
104089,0.3863958158813026
104095,0.339508719405788
104098,0.6513222467627252
104104,0.21089640382888433
104110,0.9106883847175213
104120,0.368538335863599
104122,0.2985275289914097
104131,0.3128684199179279
104132,0.413570098269333
104135,0.2689802923849351
104136,0.1817054778734857
104149,0.4769563129061395
104150,0.3640778083846215
104156,0.7934862873963557
104165,0.6495754602565913
104175,0.22007155470612874
104179,0.6453895729931555
104184,0.5267663032346036
104206,0.21060256730428287
104216,0.8748040986387713
104230,0.6894454204693321
104257,0.23574248230499073
104272,0.3413243526687227
104273,0.35126465554300024
104278,0.23139359719509875
104294,0.48574514653159323
104295,0.2757333510319728
104297,0.4726191027343723
104298,0.37250548304404646
104308,0.31402244709663285
104318,0.3145864926353536
104319,0.6661851556326328
104320,0.54669446515262
104327,0.5532725849765873
104334,0.3951218888644073
104344,0.32732301492779914
104350,0.2087295516165508
104351,0.608316862482566
104354,0.4020865812240543
104369,0.49466702221371933
104376,0.5246555351734561
104381,0.3400282716934601
104384,0.4291653234704571
104391,0.24956568826936645
104394,0.08597312470197993
104398,0.7360178634271684
104402,0.11750025832878509
104408,0.5662059312438453
104409,0.13772938440067783
104410,0.8302332359871819
104412,0.41567792256422853
104417,0.38912284881770626
104424,0.405258314671225
104426,0.17418891222070823
104435,0.5492962364290996
104445,0.31304230020566015
104458,0.2383764555955961
104460,0.24237407279534448
104466,0.21340800614868616
104472,0.603443375299066
104473,0.4127846714416678
104479,0.17273728956024698
104480,0.13711653301110743
104482,0.27054569341201834
104499,0.1455519026314218
104501,0.17234898143846847
104502,0.19996722358161378
104506,0.5281698704722573
104510,0.06335358606469275
104512,0.5343901045533574
104520,0.6394722287451957
104528,0.5160363840231506
104529,0.17235085115848456
104541,0.2597539544592831
104578,0.13167851669089312
104584,0.3155491135007989
104588,0.6453469524648252
104602,0.7027118232448241
104610,0.16671188119563296
104611,0.6160316216370161
104618,0.4769009809127126
104620,0.40265180422803376
104622,0.16362932232476668
104624,0.4054237239540803
104625,0.521607213128548
104634,0.5571774718081928
104639,0.5594363486759674
104646,0.14248225721358831
104647,0.38581921883953624
104652,0.12357315163297182
104670,0.5162497015899572
104677,0.17651818531280764
104685,0.516190150666133
104691,0.21117897349068038
104696,0.5323522550862748
104699,0.1023560436522788
104712,0.6032093546371781
104714,0.23168969338747042
104717,0.5283265498603976
104718,0.20062289530473945
104740,0.3930284156697755
104741,0.1869416619821333
104743,0.02186763765134983
104744,0.21621983556155658
104747,0.4684806060217518
104767,0.35082969716735746
104772,0.8581172519734305
104776,0.6158317217487969
104779,0.24260495007624072
104814,0.08536899780713607
104815,0.27337053605857325
104830,0.42428779417014695
104831,0.7103299804295036
104833,0.400692071372051
104839,0.22356780308762167
104840,0.24663511145547207
104860,0.625590607689871
104861,0.18775332984975
104866,0.6432259132343399
104870,0.1087820142897097
104877,0.4050073138491878
104878,0.10021492685348445
104879,0.1775125925381061
104880,0.6835252134960462
104899,0.16317428379006407
104906,0.29261904426172464
104907,0.3916469459431861
104913,0.4631489431259021
104916,0.5729653476728719
104921,0.42121581594257956
104930,0.3568767990153133
104931,0.7022640009336805
104936,0.3875261505246102
104937,0.2625087157761709
104942,0.19884762409658127
104943,0.18535044325938982
104969,0.3757272973906547
104972,0.7979297814636933
104988,0.40682805079035056
105013,0.10307505958538463
105015,0.2719146489426599
105019,0.5918725252927842
105027,0.33442807983368456
105030,0.4287293841348851
105035,0.8768973267495144
105041,0.12437156497229974
105051,0.6181125231052456
105056,0.3155015108920151
105067,0.8922089263475234
105071,0.38299473817628293
105072,0.17523046342601709
105074,0.6794270080137991
105091,0.35343619892648026
105101,0.19101646470337502
105103,0.34013267394446534
105134,0.21250018620199626
105139,0.1784102623530833
105142,0.5388154264914301
105146,0.4385060104187332
105163,0.45225615524597446
105168,0.6530570702512403
105172,0.13450872982834003
105176,0.7710349038450629
105195,0.5664822486933583
105196,0.784925517654629
105197,0.07928383853744327
105203,0.494568976245568
105223,0.5450245764071737
105227,0.8717320309071707
105228,0.12344248231910881
105230,0.5447926408205509
105231,0.7424442486886803
105239,0.1830143554464491
105242,0.707560762549671
105244,0.2950620758160702
105245,0.36080597757853816
105248,0.12391451627670295
105249,0.1573495527325446
105266,0.6537085104037608
105271,0.7549594822406683
105276,0.41695597283770963
105282,0.2995694632852529
105292,0.4771502870331173
